channel,most_probable_adc,threshold_1_delta,threshold_2_delta
2858,2054,6,8
2859,2066,7,8
2860,2041,7,8
2861,2053,6,8
2862,2039,7,8
2863,2052,7,8
2864,2054,6,7
2865,2037,6,7
2866,2056,7,8
2867,2052,6,8
2868,2040,6,8
2869,2039,6,8
2870,2043,7,9
2871,2054,6,8
2872,2043,11,12
2873,2035,6,8
2874,2037,6,7
2875,2054,6,8
2876,2056,6,8
2877,2037,6,8
2878,2042,12,14
2879,2067,6,8
2880,2062,7,8
2881,2069,7,8
2882,2056,6,8
2883,2070,6,8
2884,2062,7,8
2885,2060,7,8
2886,2058,6,8
2887,2066,6,8
2888,2058,6,8
2889,2060,7,8
2890,2062,7,8
2891,2069,6,8
2892,2069,6,8
2893,2056,6,8
2894,2062,6,8
2895,2056,7,8
2896,2059,6,8
2897,2059,6,8
2898,2067,6,8
2899,2067,6,8
2900,2064,7,8
2901,2060,6,8
2902,2072,6,8
2903,2067,6,7
2904,2064,6,8
2905,2066,6,7
2906,2056,6,7
2907,2062,7,8
2908,2056,6,8
2909,2070,6,8
2910,2058,6,7
2911,2058,6,8
2912,2056,6,8
2913,2058,6,8
2914,2060,6,8
2915,2068,6,8
2916,2054,6,8
2917,2064,6,8
2918,2060,6,8
2919,2059,6,7
2920,2056,6,8
2921,2062,6,8
2922,2056,6,8
2923,2065,6,8
2924,2065,6,8
2925,2062,6,8
2926,2058,6,8
2927,2058,6,8
2928,2060,6,8
2929,2062,6,8
2930,2056,6,7
2931,2061,6,7
2932,2058,7,8
2933,2037,7,8
2934,2062,7,8
2935,2056,6,8
2936,2066,6,8
2937,2059,6,8
2938,2060,6,7
2939,2061,7,8
2940,2061,7,8
2941,2068,7,8
2942,2060,6,8
2943,2056,6,8
2944,2039,6,8
2945,2031,7,8
2946,2037,6,8
2947,2036,6,8
2948,2039,6,8
2949,2043,6,8
2950,2035,6,8
2951,2035,6,8
2952,2039,6,8
2953,2054,6,8
2954,2031,6,8
2955,2031,6,8
2956,2033,6,8
2957,2043,10,12
2958,2031,6,8
2959,2037,6,8
2960,2034,6,8
2961,2029,6,8
2962,2031,6,8
2963,2052,6,8
2964,2034,6,8
2965,2053,7,8
2966,2034,6,8
2967,2039,6,8
2968,2053,7,8
2969,2041,6,8
2970,2041,6,8
2971,2037,6,8
2972,2039,6,8
2973,2037,6,8
2974,2039,6,8
2975,2029,6,8
2976,2053,6,8
2977,2056,6,8
2978,2041,6,8
2979,2036,6,8
2980,2031,7,8
2981,2041,7,8
2982,2031,7,8
2983,2037,7,8
2984,2037,6,8
2985,2035,6,8
2986,2039,6,8
2987,2033,7,8
2988,2042,7,8
2989,2037,6,8
2990,2037,6,8
2991,2034,7,8
2992,2035,6,8
2993,2043,10,12
2994,2036,6,8
2995,2034,7,8
2996,2037,6,8
2997,2037,6,8
2998,2039,7,8
2999,2041,7,8
3000,2039,7,8
3001,2038,7,8
3002,2037,6,8
3003,2054,7,8
3004,2029,7,8
3005,2039,7,8
3006,2035,7,8
3007,2036,7,8
3008,2025,6,8
3009,2027,6,7
3010,2025,6,8
3011,2031,6,8
3012,2025,6,8
3013,2029,6,7
3014,2023,6,8
3015,2031,6,8
3016,2031,6,8
3017,2031,6,8
3018,2034,6,8
3019,2024,6,7
3020,2031,6,8
3021,2023,6,8
3022,2028,6,7
3023,2022,6,7
3024,2027,6,8
3025,2040,6,8
3026,2036,6,7
3027,2027,6,7
3028,2020,6,8
3029,2025,6,7
3030,2031,6,8
3031,2025,6,7
3032,2023,6,7
3033,2030,6,7
3034,2025,6,7
3035,2022,6,7
3036,2028,6,7
3037,2025,6,8
3038,2022,6,8
3039,2026,6,7
3040,2029,6,8
3041,2028,6,8
3042,2027,6,8
3043,2020,6,7
3044,2035,6,8
3045,2030,7,8
3046,2031,7,8
3047,2026,6,8
3048,2031,7,8
3049,2020,6,8
3050,2023,6,8
3051,2019,6,7
3052,2033,6,8
3053,2023,6,8
3054,2030,6,7
3055,2033,6,8
3056,2027,6,8
3057,2028,6,8
3058,2034,6,8
3059,2029,6,8
3060,2022,7,8
3061,2021,6,8
3062,2026,7,8
3063,2018,6,8
3064,2021,6,8
3065,2026,6,8
3066,2031,6,8
3067,2027,6,8
3068,2029,6,8
3069,2028,6,8
3070,2033,6,8
3071,2026,6,8
3072,2041,6,8
3073,2041,7,8
3074,2058,6,8
3075,2060,6,8
3076,2061,6,8
3077,2056,7,8
3078,2052,6,8
3079,2053,6,8
3080,2043,7,8
3081,2041,6,8
3082,2041,6,8
3083,2058,6,8
3084,2039,6,8
3085,2043,12,14
3086,2054,7,8
3087,2037,6,8
3088,2041,6,8
3089,2034,6,8
3090,2054,6,8
3091,2056,6,8
3092,2059,6,8
3093,2053,6,8
3094,2037,6,8
3095,2052,7,10
3096,2041,6,8
3097,2052,7,8
3098,2054,6,8
3099,2042,6,8
3100,2041,7,8
3101,2042,6,8
3102,2041,6,8
3103,2054,6,8
3104,2059,6,7
3105,2054,6,8
3106,2039,7,8
3107,2039,7,8
3108,2054,6,7
3109,2052,7,9
3110,2039,6,8
3111,2039,6,7
3112,2039,6,7
3113,2054,6,7
3114,2056,7,8
3115,2040,6,7
3116,2040,6,8
3117,2056,6,8
3118,2035,6,8
3119,2037,6,8
3120,2042,6,8
3121,2052,6,8
3122,2056,6,8
3123,2052,12,13
3124,2052,6,8
3125,2041,6,8
3126,2052,6,8
3127,2043,13,14
3128,2037,6,8
3129,2036,6,8
3130,2036,6,8
3131,2056,6,8
3132,2054,6,8
3133,2053,6,8
3134,2057,6,8
3135,2058,7,8
3136,2060,6,8
3137,2056,6,8
3138,2054,6,8
3139,2038,6,8
3140,2041,6,8
3141,2054,6,8
3142,2056,7,8
3143,2056,6,8
3144,2062,6,8
3145,2041,7,8
3146,2054,6,8
3147,2056,6,8
3148,2054,6,8
3149,2058,6,8
3150,2056,6,8
3151,2041,7,8
3152,2039,6,8
3153,2042,6,8
3154,2035,6,8
3155,2057,6,7
3156,2058,6,8
3157,2039,6,8
3158,2056,6,8
3159,2054,6,8
3160,2056,6,8
3161,2056,6,8
3162,2053,6,8
3163,2058,6,7
3164,2059,6,7
3165,2059,6,8
3166,2041,6,8
3167,2058,7,8
3168,2058,7,8
3169,2039,7,8
3170,2052,9,11
3171,2041,7,8
3172,2056,6,8
3173,2056,6,8
3174,2056,6,8
3175,2057,7,8
3176,2062,7,8
3177,2056,6,8
3178,2041,7,8
3179,2056,7,8
3180,2056,7,8
3181,2052,6,8
3182,2056,7,8
3183,2058,6,8
3184,2061,6,8
3185,2059,6,8
3186,2041,7,8
3187,2054,6,8
3188,2062,7,8
3189,2060,6,8
3190,2043,12,14
3191,2057,6,8
3192,2060,6,8
3193,2041,6,8
3194,2056,6,8
3195,2036,6,8
3196,2042,6,8
3197,2037,7,8
3198,2060,7,8
3199,2058,7,8
3200,2034,8,9
3201,2029,7,8
3202,2031,7,8
3203,2039,7,8
3204,2041,7,8
3205,2037,7,8
3206,2034,7,8
3207,2052,11,13
3208,2054,7,8
3209,2029,7,8
3210,2038,7,8
3211,2041,7,8
3212,2056,7,8
3213,2039,7,8
3214,2035,7,8
3215,2035,7,8
3216,2052,7,8
3217,2052,7,10
3218,2034,7,8
3219,2054,7,8
3220,2034,7,8
3221,2035,7,8
3222,2037,7,8
3223,2039,7,8
3224,2027,7,8
3225,2036,7,8
3226,2034,7,8
3227,2043,7,8
3228,2039,7,8
3229,2039,7,8
3230,2037,7,8
3231,2043,8,9
3264,2026,6,7
3265,2018,6,7
3266,2014,6,7
3267,2028,6,7
3268,2022,6,7
3269,2022,6,7
3270,2025,6,7
3271,2020,6,7
3272,2023,6,7
3273,2017,6,7
3274,2017,6,7
3275,2019,6,7
3276,2027,6,7
3277,2027,6,7
3278,2018,6,7
3279,2017,6,7
3280,2018,6,7
3281,2025,6,7
3282,2023,6,7
3283,2023,6,7
3284,2031,6,7
3285,2014,5,7
3286,2025,6,7
3287,2021,6,7
3288,2022,5,7
3289,2025,5,7
3290,2020,6,7
3291,2018,6,7
3292,2021,6,7
3293,2024,6,7
3294,2015,6,7
3295,2023,6,7
3296,2026,6,7
3297,2029,5,7
3298,2027,6,7
3299,2036,5,7
3300,2041,6,7
3301,2023,5,6
3302,2030,5,7
3303,2031,5,6
3304,2035,6,7
3305,2027,5,6
3306,2028,5,6
3307,2030,5,6
3308,2025,5,6
3309,2023,6,7
3310,2035,6,7
3311,2038,5,6
3312,2027,5,7
3313,2027,5,7
3314,2023,5,6
3315,2033,5,6
3316,2025,5,6
3317,2033,6,7
3318,2031,6,7
3319,2034,6,7
3320,2031,6,7
3321,2028,5,6
3322,2029,5,6
3323,2025,5,6
3324,2024,5,6
3325,2031,6,7
3326,2029,5,6
3327,2036,6,7
3328,2042,6,7
3329,2037,6,7
3330,2031,6,7
3331,2035,6,7
3332,2035,6,7
3333,2033,6,7
3334,2033,5,6
3335,2027,6,7
3336,2034,6,7
3337,2039,6,7
3338,2031,6,7
3339,2054,6,7
3340,2039,6,7
3341,2038,6,7
3342,2041,6,7
3343,2033,6,7
3344,2036,6,7
3345,2037,6,7
3346,2039,6,7
3347,2039,6,7
3348,2039,6,7
3349,2035,6,7
3350,2039,6,7
3351,2034,6,7
3352,2022,5,7
3353,2025,6,7
3354,2037,6,7
3355,2042,6,7
3356,2033,6,6
3357,2036,6,7
3358,2037,6,7
3359,2031,6,7
3360,2070,5,7
3361,2062,5,6
3362,2073,5,6
3363,2062,5,6
3364,2070,5,6
3365,2062,5,6
3366,2059,5,6
3367,2069,5,6
3368,2062,5,6
3369,2068,5,6
3370,2068,5,6
3371,2065,5,6
3372,2064,5,6
3373,2059,5,6
3374,2059,5,6
3375,2070,5,6
3376,2062,5,6
3377,2054,5,6
3378,2071,5,6
3379,2064,5,6
3380,2061,5,6
3381,2063,5,6
3382,2065,5,6
3383,2059,5,6
3384,2065,5,6
3385,2070,5,6
3386,2064,5,6
3387,2064,6,6
3388,2070,5,6
3389,2066,5,6
3390,2061,5,6
3391,2064,6,7
3392,2037,6,8
3393,2027,6,7
3394,2034,5,6
3395,2034,5,6
3396,2031,5,6
3397,2035,5,6
3398,2034,5,6
3399,2033,5,6
3400,2037,5,6
3401,2020,5,6
3402,2027,5,6
3403,2035,5,6
3404,2033,5,6
3405,2040,5,6
3406,2033,5,6
3407,2041,5,6
3408,2027,5,6
3409,2031,5,6
3410,2027,5,6
3411,2037,5,6
3412,2041,5,6
3413,2033,5,6
3414,2027,5,6
3415,2035,5,6
3416,2027,5,6
3417,2027,5,6
3418,2027,5,6
3419,2039,5,6
3420,2034,5,6
3421,2030,5,6
3422,2031,6,7
3423,2029,5,6
3424,2066,5,6
3425,2073,5,6
3426,2059,5,6
3427,2067,5,6
3428,2075,5,6
3429,2074,5,6
3430,2064,5,6
3431,2066,5,6
3432,2062,5,6
3433,2071,5,6
3434,2064,5,6
3435,2070,5,6
3436,2072,5,6
3437,2066,5,6
3438,2064,5,6
3439,2039,5,6
3440,2064,5,6
3441,2065,5,6
3442,2060,5,6
3443,2065,5,6
3444,2067,5,6
3445,2066,5,6
3446,2068,5,6
3447,2054,5,6
3448,2064,5,6
3449,2068,5,6
3450,2060,5,6
3451,2070,5,6
3452,2058,5,6
3453,2066,5,6
3454,2069,5,6
3455,2068,5,6
3456,2022,5,6
3457,2031,5,6
3458,2014,5,6
3459,2015,5,6
3460,2027,5,6
3461,2031,5,6
3462,2025,5,6
3463,2027,5,6
3464,2027,5,6
3465,2029,5,6
3466,2020,5,6
3467,2019,5,6
3468,2019,5,6
3469,2020,5,6
3470,2020,5,6
3471,2018,5,5
3472,2015,5,6
3473,2022,5,6
3474,2023,5,6
3475,2015,5,6
3476,2035,5,6
3477,2021,5,6
3478,2017,5,6
3479,2018,5,6
3480,2019,5,6
3481,2022,5,6
3482,2018,5,6
3483,2025,5,6
3484,2021,5,6
3485,2018,5,6
3486,2017,5,6
3487,2021,5,6
3488,2013,5,6
3489,2002,5,5
3490,2014,5,5
3491,2015,4,5
3492,2013,5,5
3493,2014,5,5
3494,2011,4,5
3495,2011,4,5
3496,2007,5,5
3497,2010,5,5
3498,2012,5,5
3499,2017,4,5
3500,2003,5,5
3501,2014,5,5
3502,2008,5,5
3503,2013,5,5
3504,2020,5,5
3505,2003,5,6
3506,2012,5,5
3507,2003,4,5
3508,2018,4,5
3509,2013,4,5
3510,2012,5,5
3511,2012,5,5
3512,2012,5,5
3513,2010,5,5
3514,2009,5,5
3515,2017,5,5
3516,2015,5,5
3517,2017,4,5
3518,2009,5,5
3519,2025,5,5
3520,2066,5,5
3521,2064,5,6
3522,2062,5,5
3523,2064,5,5
3524,2058,5,5
3525,2064,5,5
3526,2066,5,5
3527,2061,5,5
3528,2067,5,5
3529,2081,5,5
3530,2064,5,5
3531,2067,5,5
3532,2069,5,5
3533,2067,5,5
3534,2063,4,5
3535,2076,5,5
3536,2077,5,5
3537,2063,4,5
3538,2066,4,5
3539,2066,5,5
3540,2060,5,5
3541,2058,4,5
3542,2057,4,5
3543,2065,4,5
3544,2068,4,5
3545,2065,4,5
3546,2062,4,5
3547,2060,4,5
3548,2060,4,5
3549,2064,5,5
3550,2058,4,5
3551,2067,5,5
3552,2052,11,13
3553,2053,5,5
3554,2034,5,5
3555,2057,5,5
3556,2052,10,11
3557,2059,4,5
3558,2056,4,5
3559,2056,4,5
3560,2033,4,5
3561,2054,4,5
3562,2039,4,5
3563,2039,4,5
3564,2038,4,5
3565,2063,4,5
3566,2034,4,5
3567,2031,4,5
3568,2056,4,5
3569,2054,4,5
3570,2039,4,5
3571,2041,4,5
3572,2041,4,5
3573,2050,11,12
3574,2054,4,5
3575,2034,4,5
3576,2038,4,5
3577,2037,4,5
3578,2033,4,5
3579,2039,4,5
3580,2058,5,5
3581,2039,4,5
3582,2039,4,5
3583,2041,5,5
3584,2034,4,5
3585,2029,4,5
3586,2039,4,5
3587,2032,4,5
3588,2031,4,5
3589,2031,4,5
3590,2030,4,4
3591,2030,4,4
3592,2025,4,4
3593,2039,4,4
3594,2039,4,5
3595,2040,4,5
3596,2052,4,7
3597,2041,4,5
3598,2032,4,4
3599,2031,4,4
3600,2024,4,5
3601,2037,4,4
3602,2034,4,5
3603,2036,4,4
3604,2052,4,7
3605,2035,4,4
3606,2025,4,4
3607,2034,4,5
3608,2039,4,4
3609,2037,4,4
3610,2040,4,4
3611,2039,4,4
3612,2032,4,4
3613,2035,4,4
3614,2030,4,4
3615,2035,4,5
3616,2062,4,4
3617,2066,4,5
3618,2076,4,4
3619,2072,4,4
3620,2068,4,4
3621,2067,4,4
3622,2066,4,4
3623,2084,4,4
3624,2077,4,4
3625,2071,4,4
3626,2076,4,4
3627,2061,3,4
3628,2074,4,4
3629,2067,3,4
3630,2073,4,4
3631,2063,3,4
3632,2063,3,4
3633,2067,4,4
3634,2075,4,4
3635,2064,4,4
3636,2069,4,4
3637,2069,3,4
3638,2055,3,4
3639,2065,3,4
3640,2057,3,4
3641,2065,3,4
3642,2068,3,4
3643,2066,4,4
3644,2075,3,4
3645,2073,4,4
3646,2075,3,4
3647,2065,3,4
3648,2073,4,4
3649,2073,4,4
3650,2088,4,4
3651,2078,4,4
3652,2078,4,4
3653,2082,4,4
3654,2086,4,4
3655,2088,4,4
3656,2088,4,4
3657,2071,4,4
3658,2091,4,4
3659,2076,4,4
3660,2075,4,4
3661,2075,4,4
3662,2084,4,4
3663,2082,4,4
3664,2076,4,4
3665,2074,4,4
3666,2076,4,4
3667,2084,3,4
3668,2075,4,4
3669,2079,4,4
3670,2078,4,4
3671,2074,4,4
3672,2083,4,4
3673,2078,4,4
3674,2089,4,4
3675,2075,3,4
3676,2072,3,4
3677,2073,4,4
3678,2086,4,4
3679,2075,4,4
3680,2041,4,4
3681,2027,3,4
3682,2031,4,4
3683,2035,4,4
3684,2036,3,4
3685,2033,4,4
3686,2032,3,4
3687,2032,3,4
3688,2041,11,12
3689,2039,4,4
3690,2041,4,4
3691,2031,4,4
3692,2039,3,4
3693,2055,3,4
3694,2030,3,4
3695,2035,3,4
3696,2039,4,4
3697,2034,4,4
3698,2035,3,4
3699,2024,4,4
3700,2037,3,4
3701,2052,13,14
3702,2031,3,4
3703,2037,3,4
3704,2027,4,4
3705,2035,4,4
3706,2029,4,4
3707,2030,4,4
3708,2033,4,4
3709,2031,4,4
3710,2031,4,4
3711,2053,10,11
3712,2053,9,10
3713,2054,4,4
3714,2057,4,4
3715,2058,4,4
3716,2041,4,4
3717,2036,4,4
3718,2053,4,4
3719,2035,4,4
3720,2053,9,10
3721,2037,4,4
3722,2036,4,4
3723,2042,11,12
3724,2054,4,4
3725,2038,4,4
3726,2053,4,5
3727,2056,4,4
3728,2061,4,4
3729,2040,4,5
3730,2056,4,5
3731,2035,4,4
3732,2039,4,5
3733,2056,4,5
3734,2035,4,4
3735,2038,4,4
3736,2041,4,4
3737,2034,4,4
3738,2030,4,4
3739,2034,4,4
3740,2038,4,4
3741,2041,4,5
3742,2055,4,5
3743,2060,4,5
3744,2053,12,13
3745,2054,4,4
3746,2057,3,4
3747,2055,4,4
3748,2054,4,4
3749,2054,7,10
3750,2060,3,4
3751,2057,3,4
3752,2055,3,4
3753,2060,3,4
3754,2053,10,11
3755,2054,4,4
3756,2062,3,4
3757,2040,3,4
3758,2052,12,13
3759,2037,4,4
3760,2058,4,4
3761,2052,11,12
3762,2033,3,4
3763,2041,11,11
3764,2052,11,12
3765,2060,3,4
3766,2041,12,13
3767,2041,3,4
3768,2039,3,4
3769,2031,3,4
3770,2035,3,4
3771,2052,12,12
3772,2054,3,4
3773,2029,4,4
3774,2037,3,4
3775,2037,3,4
3776,2066,4,4
3777,2061,3,4
3778,2060,3,4
3779,2057,3,4
3780,2059,3,4
3781,2062,3,4
3782,2067,3,4
3783,2066,3,4
3784,2057,3,4
3785,2065,3,4
3786,2066,3,4
3787,2060,3,4
3788,2060,3,4
3789,2066,3,4
3790,2069,3,4
3791,2063,3,4
3792,2060,3,4
3793,2060,3,4
3794,2054,3,4
3795,2061,3,4
3796,2061,3,4
3797,2039,3,4
3798,2059,3,4
3799,2058,3,4
3800,2059,3,4
3801,2052,10,11
3802,2068,3,4
3803,2056,3,4
3804,2065,3,4
3805,2057,3,4
3806,2057,3,4
3807,2062,3,4
3808,2064,3,4
3809,2054,4,4
3810,2061,3,4
3811,2064,3,4
3812,2055,3,4
3813,2052,11,12
3814,2055,3,3
3815,2052,12,12
3816,2058,3,4
3817,2054,3,4
3818,2053,12,12
3819,2062,3,4
3820,2059,3,3
3821,2053,11,12
3822,2039,3,4
3823,2040,3,4
3824,2056,3,4
3825,2063,3,4
3826,2065,3,4
3827,2040,3,4
3828,2058,3,4
3829,2058,3,4
3830,2060,3,4
3831,2067,3,4
3832,2060,3,4
3833,2052,11,12
3834,2059,3,4
3835,2057,3,4
3836,2062,3,4
3837,2059,3,4
3838,2054,3,4
3839,2056,4,4
3840,2041,4,4
3841,2031,3,4
3842,2038,3,4
3843,2041,3,3
3844,2038,3,4
3845,2029,3,4
3846,2037,3,3
3847,2030,3,3
3848,2053,3,4
3849,2036,3,3
3850,2037,3,4
3851,2037,3,3
3852,2036,3,3
3853,2054,3,3
3854,2036,3,3
3855,2033,3,3
3856,2038,3,3
3857,2031,3,4
3858,2028,3,3
3859,2041,9,10
3860,2037,3,3
3861,2041,3,4
3862,2035,3,3
3863,2041,3,3
3864,2028,3,3
3865,2039,3,3
3866,2040,3,3
3867,2039,3,4
3868,2031,4,4
3869,2039,3,4
3870,2036,3,3
3871,2052,12,12
3872,2021,3,4
3873,2014,3,4
3874,2006,3,4
3875,2017,3,4
3876,2019,3,4
3877,2021,3,4
3878,2021,3,4
3879,2017,3,4
3880,2023,3,4
3881,2015,3,4
3882,2028,3,4
3883,2019,3,4
3884,2022,3,4
3885,2015,3,3
3886,2023,3,4
3887,2015,3,4
3888,2025,3,4
3889,2019,3,4
3890,2009,3,4
3891,2020,3,4
3892,2017,3,3
3893,2020,3,4
3894,2021,3,4
3895,2021,3,4
3896,2021,3,4
3897,2012,3,4
3898,2019,3,4
3899,2022,3,4
3900,2021,3,3
3901,2018,3,4
3902,2017,3,3
3903,2018,3,4
3904,2021,3,3
3905,2022,3,3
3906,2020,3,4
3907,2018,3,4
3908,2019,3,4
3909,2016,3,3
3910,2022,3,3
3911,2030,3,3
3912,2025,3,3
3913,2015,3,3
3914,2019,3,3
3915,2018,3,3
3916,2019,3,3
3917,2020,3,3
3918,2021,3,3
3919,2016,3,3
3920,2019,3,3
3921,2019,3,3
3922,2013,3,3
3923,2019,3,3
3924,2014,3,3
3925,2024,3,3
3926,2015,3,3
3927,2017,3,3
3928,2021,3,3
3929,2017,3,3
3930,2020,3,3
3931,2011,3,3
3932,2019,3,3
3933,2021,3,3
3934,2015,3,3
3935,2022,3,3
3936,2019,3,3
3937,2023,3,3
3938,2029,3,3
3939,2030,3,3
3940,2023,3,3
3941,2029,3,3
3942,2037,3,3
3943,2038,3,3
3944,2023,3,3
3945,2030,3,3
3946,2027,3,3
3947,2023,3,3
3948,2027,3,3
3949,2023,3,3
3950,2028,3,3
3951,2025,3,3
3952,2024,3,3
3953,2022,3,3
3954,2030,3,3
3955,2029,3,3
3956,2024,3,3
3957,2021,3,3
3958,2024,3,3
3959,2027,3,3
3960,2022,3,3
3961,2028,3,3
3962,2021,3,3
3963,2028,3,3
3964,2028,3,3
3965,2029,3,3
3966,2029,3,3
3967,2028,3,3
3968,685,6,7
3969,677,5,6
3970,676,5,6
3971,680,5,6
3972,680,5,6
3973,679,5,6
3974,677,5,6
3975,677,5,6
3976,680,5,6
3977,679,5,6
3978,688,5,6
3979,680,5,6
3980,677,5,6
3981,680,5,6
3982,683,5,6
3983,680,5,6
3984,683,5,6
3985,682,5,6
3986,680,5,6
3987,681,5,6
3988,677,5,6
3989,679,5,6
3990,681,5,6
3991,678,5,6
3992,683,5,6
3993,684,5,6
3994,678,5,6
3995,679,5,6
3996,678,5,6
3997,685,5,6
3998,684,5,7
3999,681,5,6
4000,680,5,6
4001,677,5,6
4002,680,5,6
4003,682,5,6
4004,681,5,6
4005,682,5,6
4006,686,5,6
4007,688,5,6
4008,684,5,6
4009,683,5,6
4010,684,5,6
4011,686,5,6
4012,688,5,6
4013,682,5,6
4014,681,5,6
4015,684,5,6
4016,685,5,6
4017,683,5,6
4018,678,5,6
4019,684,5,6
4020,678,5,6
4021,685,5,6
4022,680,5,6
4023,676,5,6
4024,684,5,6
4025,690,5,6
4026,683,5,6
4027,684,5,6
4028,679,5,6
4029,688,5,6
4030,687,5,6
4031,686,5,6
4032,680,6,7
4033,676,5,6
4034,682,5,6
4035,678,5,6
4036,681,5,6
4037,678,5,6
4038,676,5,6
4039,680,5,6
4040,683,5,6
4041,675,5,6
4042,678,5,6
4043,683,5,6
4044,679,5,6
4045,681,5,6
4046,677,5,6
4047,682,5,6
4048,680,5,6
4049,680,5,6
4050,683,5,6
4051,681,5,6
4052,682,5,6
4053,682,5,6
4054,680,5,6
4055,676,5,6
4056,680,5,6
4057,682,5,6
4058,676,5,6
4059,681,5,6
4060,681,5,6
4061,681,5,6
4062,684,5,6
4063,680,5,6
4064,679,5,6
4065,684,5,6
4066,679,5,6
4067,677,5,6
4068,684,5,6
4069,683,5,6
4070,682,5,6
4071,679,5,6
4072,684,5,6
4073,682,5,6
4074,677,5,6
4075,688,6,7
4076,682,5,6
4077,678,5,6
4078,682,5,6
4079,684,5,6
4080,680,5,6
4081,689,5,6
4082,682,5,6
4083,684,5,6
4084,682,5,6
4085,684,5,6
4086,685,5,6
4087,685,5,6
4088,684,5,6
4089,682,5,6
4090,681,5,6
4091,686,5,6
4092,688,5,6
4093,685,5,6
4094,682,5,6
4095,686,5,6
4096,680,6,7
4097,686,5,6
4098,677,5,6
4099,684,5,6
4100,678,5,6
4101,677,5,6
4102,677,5,6
4103,685,5,6
4104,679,5,6
4105,684,5,6
4106,681,5,6
4107,677,5,6
4108,688,5,6
4109,676,5,6
4110,678,5,6
4111,678,5,6
4112,685,5,6
4113,674,5,6
4114,676,5,6
4115,678,5,6
4116,682,5,5
4117,678,5,6
4118,678,5,6
4119,677,5,6
4120,674,5,6
4121,683,5,6
4122,681,5,6
4123,678,5,6
4124,685,5,6
4125,679,5,6
4126,680,5,6
4127,680,5,6
4128,678,5,6
4129,688,5,6
4130,674,5,6
4131,679,5,6
4132,683,5,6
4133,679,5,6
4134,683,5,6
4135,677,5,6
4136,680,5,6
4137,679,5,6
4138,689,5,6
4139,685,5,6
4140,681,5,6
4141,684,5,6
4142,683,5,6
4143,683,5,6
4144,684,5,6
4145,682,5,6
4146,682,5,6
4147,676,5,6
4148,686,5,6
4149,684,5,6
4150,684,5,6
4151,682,5,6
4152,678,5,6
4153,681,5,6
4154,681,5,6
4155,674,5,6
4156,685,5,6
4157,682,5,6
4158,677,5,6
4159,681,6,6
4192,678,5,6
4193,678,5,6
4194,674,5,6
4195,678,5,6
4196,679,5,6
4197,681,5,6
4198,682,5,6
4199,675,5,6
4200,681,5,6
4201,673,5,6
4202,672,6,7
4203,678,5,6
4204,674,5,6
4205,677,5,6
4206,678,5,6
4207,672,5,6
4208,679,5,6
4209,680,5,6
4210,673,5,6
4211,680,6,7
4212,683,5,6
4213,676,5,7
4214,675,5,7
4215,674,6,7
4216,678,5,6
4217,676,5,7
4218,676,5,7
4219,685,5,6
4220,681,5,6
4221,675,5,6
4222,679,5,6
4223,675,6,7
4224,672,5,6
4225,671,5,6
4226,668,5,6
4227,672,5,5
4228,674,5,6
4229,675,5,6
4230,673,5,6
4231,670,5,6
4232,678,5,5
4233,674,5,6
4234,670,5,5
4235,676,5,6
4236,674,5,6
4237,674,5,6
4238,676,5,6
4239,672,5,6
4240,672,5,6
4241,668,5,5
4242,666,5,6
4243,676,5,6
4244,669,5,5
4245,674,5,6
4246,674,5,6
4247,671,5,6
4248,669,5,6
4249,670,5,5
4250,669,5,6
4251,669,5,6
4252,669,5,6
4253,672,5,6
4254,671,5,5
4255,666,5,6
4256,670,5,5
4257,676,5,5
4258,679,5,5
4259,675,4,5
4260,677,5,5
4261,677,5,5
4262,680,4,5
4263,674,5,5
4264,674,5,5
4265,675,5,6
4266,676,5,5
4267,677,5,5
4268,676,5,5
4269,676,5,5
4270,667,5,5
4271,678,5,5
4272,676,5,5
4273,677,5,5
4274,680,5,6
4275,676,5,6
4276,678,5,6
4277,674,5,6
4278,672,5,6
4279,673,5,6
4280,674,5,6
4281,677,5,6
4282,674,5,6
4283,680,5,6
4284,671,5,6
4285,674,5,6
4286,680,5,6
4287,674,5,6
4288,676,5,6
4289,674,5,6
4290,676,5,6
4291,677,5,6
4292,670,5,6
4293,676,5,5
4294,672,5,6
4295,672,5,6
4296,675,5,5
4297,682,5,6
4298,676,5,6
4299,673,5,6
4300,677,5,6
4301,672,5,6
4302,669,5,5
4303,680,5,6
4304,678,5,5
4305,672,5,6
4306,678,5,6
4307,671,5,6
4308,676,5,6
4309,670,5,6
4310,675,5,6
4311,676,5,6
4312,674,5,6
4313,668,5,5
4314,672,5,6
4315,673,5,6
4316,668,5,6
4317,678,5,6
4318,672,5,6
4319,676,5,6
4320,672,5,5
4321,665,5,5
4322,672,5,6
4323,672,5,6
4324,668,5,6
4325,671,5,5
4326,667,5,5
4327,670,5,6
4328,665,5,6
4329,668,5,6
4330,666,5,6
4331,670,5,6
4332,666,5,6
4333,672,5,6
4334,667,5,6
4335,668,5,5
4336,672,5,5
4337,664,5,5
4338,672,5,6
4339,668,5,5
4340,679,5,5
4341,676,5,5
4342,673,5,5
4343,670,5,6
4344,672,5,6
4345,669,5,5
4346,677,5,5
4347,669,5,5
4348,674,5,5
4349,672,5,6
4350,669,5,5
4351,675,5,6
4352,678,5,6
4353,674,5,6
